run_id_new,track,Genre,Familiarity,Type,sleep,measured_familiarity,liking,sleep_ritual,disturbing_habits,relax_body,clear_mind,distract,mask_noises,sleep_quality,fall_asleep,lullaby,extraversionsum,genre2,genre3,genre4,genre5,genre1,age,nationality,country
1_1,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,35,10,13,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,93,100,93,84,64,82,82,83,35,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,37,7,50,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,60,100,73,63,37,37,23,38,38,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,0,9,77,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,15,96,69,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,63,9,63,38,37,61,62,53,56,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,80,9,82,88,70,88,84,65,33,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,58,100,66,39,33,60,30,25,62,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,22,8,58,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,35,100,68,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,34,85,77,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,40,100,60,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,11,100,26,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,77,10,73,66,61,64,65,33,28,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,37,100,55,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,83,63,75,68,70,79,65,34,65,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,83,12,80,79,67,78,77,72,66,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,3,0,23,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,64,21,73,63,63,35,65,67,66,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,35,96,71,NA,NA,NA,NA,NA,NA,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,59,22,39,39,34,54,56,58,60,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,78,61,73,80,65,73,70,69,67,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
1_1,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,75,100,78,59,55,67,58,66,72,35,66,2,23,Funk,Lo-fi,Pop,Soundtack,Folk,24,NL,NL
101_1,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,100,50,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,0,27,39,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,100,81,100,98,98,94,96,98,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,0,100,49,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,50,100,100,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,0,0,50,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,9,81,58,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,61,100,100,63,63,62,65,65,66,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,0,0,24,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,0,0,2,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,0,100,100,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,100,0,100,99,80,95,90,91,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,100,100,100,100,100,100,100,100,49,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,90,100,100,90,92,93,91,92,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,85,100,100,85,88,90,87,90,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,2,100,100,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,2,0,21,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,10,75,100,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,85,0,80,86,86,88,87,87,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,94,100,100,95,96,97,96,94,91,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,99,100,100,100,100,100,100,100,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,0,100,50,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,0,100,100,NA,NA,NA,NA,NA,NA,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_1,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,77,0,72,65,70,70,72,89,50,100,98,2,19,Jazz,Pop,Rock,Soundtrack,Classical,60,DK,DK
101_3,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,18,26,21,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,16,75,67,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,70,78,58,71,64,33,59,61,33,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,33,27,29,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,23,73,68,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,28,71,28,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,23,65,34,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,21,100,100,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,20,61,32,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,31,31,28,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,82,3,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,22,100,81,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,14,26,71,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,22,66,25,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,0,67,10,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,9,23,77,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,29,68,76,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,68,57,79,63,77,52,79,62,87,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,27,71,75,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,64,28,63,63,55,75,68,72,73,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,13,77,81,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,19,26,23,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,20,33,36,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
101_3,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,20,100,78,NA,NA,NA,NA,NA,NA,43,37,0,24,Indie,Soundtrack,,,Alternative,20,Cypriot,UK
103_1,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,0,0,0,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,0,100,26,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,49,21,45,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,6,31,50,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,0,100,54,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,50,100,62,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,0,13,47,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,39,54,50,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,36,0,50,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,0,100,54,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,0,100,50,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,0,28,39,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,0,100,55,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,0,100,50,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,64,0,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,0,0,22,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,55,22,49,56,0,53,58,55,0,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,56,100,54,0,0,55,0,0,0,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,0,74,50,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,0,100,60,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,0,67,30,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,0,100,45,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,0,0,27,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
103_1,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,0,0,39,NA,NA,NA,NA,NA,NA,31,43,2,28,Classical,Funk,Jazz,Rap,Blues,29,German,Germany
104_3,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,1,0,26,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,0,87,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,88,76,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,0,0,49,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,0,76,24,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,0,83,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,100,0,76,0,0,50,50,50,50,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,0,86,73,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,0,0,52,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,0,1,74,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,0,80,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,6,0,73,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,0,49,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,0,0,74,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,0,0,50,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,0,100,76,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,0,64,23,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
104_3,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,0,85,71,NA,NA,NA,NA,NA,NA,40,49,0,27,Lo-fi,Meditation,Rock,Soundtrack,Alternative,31,Norwegian,Norway
105_3,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,3,100,22,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,7,10,27,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,7,100,74,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,24,87,46,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,90,0,55,83,34,88,83,93,37,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,0,0,0,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,15,100,73,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,21,100,84,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,23,100,68,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,13,6,23,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,5,85,74,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
105_3,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,31,0,78,NA,NA,NA,NA,NA,NA,89,84,2,30,Pop,Rock,,,Classical,61,USA,USA
