run_id_new,track,Genre,Familiarity,Type,sleep,measured_familiarity,liking,sleep_ritual,disturbing_habits,relax_body,clear_mind,distract,mask_noises,sleep_quality,fall_asleep,lullaby,extraversionsum,genre2,genre3,genre4,genre5,genre1,age,nationality,country
115_1,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,63,60,64,64,66,74,70,61,55,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,33,24,67,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,19,98,75,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,16,9,44,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,7,100,65,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,76,100,88,73,32,62,80,80,68,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,65,42,63,57,63,68,72,67,61,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,58,79,73,62,44,41,43,61,66,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,8,14,58,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,78,100,100,72,34,64,73,56,38,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,60,90,86,67,39,77,75,86,38,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,15,29,63,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,5,94,80,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,27,14,36,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,27,94,74,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,63,39,69,61,64,68,72,75,63,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,29,9,40,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,19,59,80,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,9,88,82,NA,NA,NA,NA,NA,NA,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_1,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,88,100,100,84,73,79,89,85,69,78,29,2,32,Pop,Punk,Rap,Rock,Indie,23,DK,DK
115_3,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,39,72,51,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,63,100,75,63,72,87,95,99,82,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,60,100,100,61,64,64,82,95,81,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,27,100,49,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,64,100,100,64,70,69,70,86,87,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,29,27,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,1,28,25,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,67,93,75,62,67,74,66,58,50,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,39,100,100,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,0,92,50,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,1,100,77,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,40,42,51,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,2,35,50,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,1,31,27,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,38,88,49,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,39,100,76,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,37,100,75,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,100,100,100,100,100,100,100,100,86,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,1,34,25,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,33,36,50,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,0,30,25,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,2,35,24,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,31,100,50,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
115_3,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,43,39,50,NA,NA,NA,NA,NA,NA,100,100,2,28,Classical,Folk,Jazz,World,Blues,65,switzerland,switzerland
116_1,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,22,100,43,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,0,100,100,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,0,0,26,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,32,27,61,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,74,77,93,77,84,76,81,100,100,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,50,28,50,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,69,19,72,75,73,81,100,100,100,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,59,88,68,65,70,73,80,88,81,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,0,0,64,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,18,72,66,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,0,10,2,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,20,0,22,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,50,98,70,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,67,100,73,25,61,63,40,68,70,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,47,74,50,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,29,100,86,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,21,100,74,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,16,100,100,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,100,68,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,7,100,100,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,68,57,90,75,94,89,84,62,85,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,0,100,100,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,51,70,65,54,53,55,85,81,88,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_1,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,21,6,73,NA,NA,NA,NA,NA,NA,25,29,2,35,Gospel,Jazz,Pop,Rap,Classical,23,DK,DK
116_3,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,49,30,57,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,43,55,39,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,40,1,43,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,42,93,75,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,79,100,88,73,90,89,86,96,82,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,50,7,50,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,62,56,58,83,76,55,79,65,43,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,51,23,51,50,49,51,50,50,50,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,3,73,34,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,51,0,50,56,56,56,55,57,43,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,57,2,59,62,70,81,82,81,34,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,1,40,25,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,61,0,49,68,66,89,70,61,35,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,70,91,75,66,64,95,50,78,50,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,42,84,75,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,36,58,45,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,5,100,96,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,45,64,47,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,93,7,73,91,75,64,60,63,58,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,67,87,72,82,82,78,78,93,61,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,5,70,28,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,64,100,100,72,83,94,87,90,66,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,28,74,56,NA,NA,NA,NA,NA,NA,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
116_3,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,54,0,56,58,59,72,67,71,41,32,41,0,15,Pop,Rock,,,Ambient,60,Irish,Ireland
118_1,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,5,99,60,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,13,36,44,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Tchaikovsky - Dance of the sugar plum fairy - 10s.wav,Classical,Familiar,Sedative,61,100,94,59,60,39,64,79,77,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,8,42,74,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Beatles - Yesterday Remastered 2009 - 10s.wav,Pop,Familiar,Sedative,38,100,85,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,94,100,100,85,80,95,96,94,95,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,94,100,96,92,93,94,92,99,95,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,100,100,100,100,100,100,100,100,100,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,81,56,100,78,85,76,86,82,54,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,83,73,90,84,83,83,84,81,82,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,10,20,67,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,60,100,100,45,74,55,62,93,78,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,12,100,86,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,James Smith - Little Love - 10s.wav,Pop,Unfamiliar,Excitative,2,87,60,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Tchaikovsky - Swan Lake - 10s.wav,Classical,Familiar,Sedative,86,100,100,83,90,72,89,88,70,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,0,100,37,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,13,100,73,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,0,100,75,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,16,61,80,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,12,100,100,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Mary Lambert - So Far Away - 10s.wav,Pop,Unfamiliar,Excitative,45,69,80,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,2,100,75,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,0,100,77,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_1,"Gustav Holst - Mars, the Bringer of War - 10s.wav",Classical,Unfamiliar,Excitative,0,11,56,NA,NA,NA,NA,NA,NA,86,97,2,34,Folk,Indie,Pop,Rock,Classical,37,DK,DK
118_3,Yusuf Cat Stevens - The Wind- 10s.wav,Pop,Unfamiliar,Sedative,1,95,75,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Bruno Mars - Just the Way You Are - 10s.wav,Pop,Familiar,Excitative,1,100,56,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,"Vivaldi - Four Seasons, Summer - 10s.wav",Classical,Familiar,Excitative,0,100,81,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Mozart - Turkish March - 10s.wav,Classical,Familiar,Excitative,3,100,85,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Philip Glass - Mishima - 10s.wav,Classical,Unfamiliar,Excitative,2,75,63,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Edvard Grieg - Peer Gynt - Morning Mood - 10s.wav,Classical,Familiar,Sedative,12,100,100,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Elvis Presley - Can't Help Falling in Love - 10s.wav,Pop,Familiar,Sedative,1,100,71,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Ciara - I Got You - 10s.wav,Pop,Unfamiliar,Sedative,0,5,19,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Gloria Gaynor - I will Survive - 10s.wav,Pop,Familiar,Excitative,1,100,58,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Bach - Goldberg variations bwv988 - 10s.wav,Classical,Unfamiliar,Sedative,100,0,76,98,49,73,43,38,66,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Adele - Make You Feel My Love -10s.wav,Pop,Familiar,Sedative,0,24,23,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Tove Lo - Thousand Miles - 10s.wav,Pop,Unfamiliar,Excitative,0,1,14,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Schubert - Impromptu No3 Op 90 - 10s.wav,Classical,Unfamiliar,Sedative,70,55,92,69,66,65,56,80,66,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Gabriel Faure - Sicilienne - 10s.wav,Classical,Unfamiliar,Sedative,76,86,90,69,68,40,34,61,60,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Mozart - Eine Kleine Nachtmusik - 10s.wav,Classical,Familiar,Excitative,0,100,93,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Abba - Dancing Queen - 10s.wav,Pop,Familiar,Excitative,0,98,56,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Chopin - Minute Waltz Op 64 - 10s.wav,Classical,Unfamiliar,Excitative,2,73,74,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
118_3,Gotye - Bronte - 10s.wav,Pop,Unfamiliar,Sedative,9,2,43,NA,NA,NA,NA,NA,NA,87,90,1,30,Ambient,Classical,Meditation,Opera,Alternative,56,Canadian/Australian,Australia
